"brand","tagged_users","username","numbers","interactions","comments","post_date","post_caption","post_url"
"Optus","","optus","29","likes",0,2023-08-07,"Optus Ambassadors, @fabiancoulthard @nickpercat @mackhorton @elliecoleswim sharing a message of support for fellow ambassador @stephcatley ahead of tonight's big game. #itstartswithyes","https://www.instagram.com/p/CvofEdQtq_C/"
"Optus","stephcatley","optus","30","likes",0,2023-07-31,"It's game time. Tonight we'll be cheering on Optus Ambassador @stephcatley. Good luck from your friends at Optus and @optussport. #itstartswithyes","https://www.instagram.com/p/CvWbv4wSjb3/"
"Optus","","optus","111","likes",0,2023-07-12,"A lot of Australia has never had mobile coverage. Optus and SpaceX are pioneering a type of connectivity never before seen in our country by working to bring mobile coverage to 100% of Australia, starting with SMS from late 2024. Check our website to find out more.It starts with yes","https://www.instagram.com/p/Culqxk_JSRj/"
"Optus","danielricciardo","optus","16,121","likes",0,2023-07-12,"Huge congratulations to our one and only Chief of Optimism â€“ we can't wait to see you back out there racing again. Good luck in Hungary next week, the whole country is behind you. #itstartswithyes","https://www.instagram.com/p/Cuk2FPmy_hU/"
"Optus","","optus","3,046","likes",0,2023-06-30,"We sit down with Australian footballer and Optus ambassador @stephcatley to discuss women's football in Australia, her future beyond future, and the best advice she has for the next generation of players.Â If you haven't already, watch Part 1: Getting Started, and Part 2: Going Strong, where Steph discusses a range of topics including her earliest football memories, overcoming her biggest challenge and what motivates her to be better every day.","https://www.instagram.com/p/CuGUyjpNQdC/"
"Optus","","ausgp","461","likes",0,2023-04-02,"Fans can test their skills by jumping into the driver's seat with @optus ðŸŽï¸Based in the Fan Zone, the OPTU5G VR Track Tour returns in 2023 ðŸ†#AusGP","https://www.instagram.com/p/CqhDDCwg3aX/"
"Optus","","danielricciardo","331,690","likes",39,2023-03-31,"Not sure I'm a great sales rep. Appreciate @optus & @fitzywippakate for letting me try ðŸ¤·ðŸ»â€â™‚ï¸","https://www.instagram.com/p/CqbcUY-BqIT/"
"Optus","","ausgp","9,464","likes",30,2023-03-30,"Keen for a spin around the circuit? ðŸ—ºï¸Get in the drivers seat of a @f1 car with @danielricciardo in an adrenaline fuelled VR experience showcasing the power of the @optus 5G network, as the OPTUS 5G VR Track Tour returns to Fan Zone. Link in bio ðŸ”—","https://www.instagram.com/p/CqZQh2BD9cN/"
"Optus","","optus","80","likes",0,2023-03-17,"Happy St Patrick's Day from all of us at Optus! ðŸ€#optuslife #itstartswithyes","https://www.instagram.com/p/Cp3jQg3LYwF/"
"Optus","nickpercat, walkinshawandrettiunited, chazmozzie","optus","74","likes",1,2023-03-10,"Best of luck to our friends @walkinshawandrettiunited as they hit the track for the first race of the season this weekend in Newcastle. Bring it on.#itstartswithyes #walkandunite","https://www.instagram.com/p/Cpleo9WS9vq/"
"Optus","nickpercat, walkinshawandrettiunited, chazmozzie","optus","74","likes",1,2023-03-10,"Best of luck to our friends @walkinshawandrettiunited as they hit the track for the first race of the season this weekend in Newcastle. Bring it on.#itstartswithyes #walkandunite","https://www.instagram.com/p/Cpleo9WS9vq/"
"Optus","","optus","74","likes",0,2023-03-08,"Optus is excited to offer the beautiful new yellow colour for iPhone 14 and iPhone 14 Plus. With the most impressive dual-camera system on iPhone. Capture stunning photos in low light and bright light.Pre-order starts on Saturday, 11th March at 12:00am AEDT.T&Cs apply. 5G available in selected areas (excl. NT) and on selected plans. See website for offers and coverage details.","https://www.instagram.com/p/CphDK51r4kw/"
"Optus","","optus","77","likes",0,2023-03-06,"Great things happen when we say yes to lifting each other up. Thanks to everyone who shared their messages of support and inspiration. This is what it looks like to say yes to Pride and dream big â€“ and it's gorgeous! â€‹#SydneyWorldPride2023 #WorldPride #Optus #PrideStartsWithYesâ€‹","https://www.instagram.com/p/CpbRPk7DSnH/"
"Optus","","optus","69","likes",0,2023-03-05,"We're making every moment count for our farewell to the @sydneyworldpride celebrations. Our rainbow community is shining so bright, its radiance will leave its mark on the foundations for an even brighter future of diversity and inclusion. Come on down to share your shine with us at our Optus chill-out space.â€‹#SydneyWorldPride2023 #WorldPride #Optus #PrideStartsWithYesâ€‹","https://www.instagram.com/p/CpZx8U0Du43/"
"Optus","","optus","54","likes",0,2023-03-04,"@sydneyworldpride is all about saying yes to our true selves, embracing our differences and celebrating our diversity. Thank you to everyone who came by and got involved in this truly special day at the Bondi Beach Party. â€‹#SydneyWorldPride2023 #WorldPride #Optus #PrideStartsWithYes","https://www.instagram.com/p/CpXTsoADdig/"
"Optus","","optus","73","likes",0,2023-03-04,"It's been a perfect day filled with sunshine, rainbows and a chance to connect with our vibrant community. Come on down to our Optus oasis at the Bondi Beach Party, where you can relax, recharge and strike a pose in the sky - everyone is welcome!â€‹#SydneyWorldPride2023 #WorldPride #Optus #PrideStartsWithYesâ€‹","https://www.instagram.com/p/CpXKD52jNeY/"
"Optus","","optus","218","likes",0,2023-02-26,"Last night the Optus Dreamboat set sail and made disco-fuelled waves through the Mardi Gras Parade. With @elliecoleswim, @ian.thorpe, and our majestic merperson at the helm, and crewed by 80 of our amazing people from Optus' LGBTQIA+ Employee Network, Express Yourself.Bringing the Sydney WorldPride theme 'Gather, Dream, Amplify' to life, the Optus Dreamboat is a symbol of our commitment to voyage boldly and bravely together into an even brighter future of love, diversity and inclusion. Keeping our LGBTQIA+ community afloat and buoying spirits with optimism and inspiration.#SydneyWorldPride2023 #WorldPride #Optus #PrideStartsWithYes","https://www.instagram.com/p/CpG6Nu2jJ_k/"
"Optus","","optus","188","likes",0,2023-02-25,"Tonight 80 of our amazing people from Optus' LGBTQIA+ Employee Network, Express Yourself will make waves in the Mardi Gras Parade. Great things happen when we say yes to lifting each other up, and no matter who you are or how you identify we're committed to celebrating diversity and inclusion not only today, but every day.#SydneyWorldPride2023 #WorldPride #Optus #PrideStartsWithYes","https://www.instagram.com/p/CpE-_cGDctI/"
"Optus","","sydneyworldpride","654","likes",21,2023-02-20,"Final tickets to the official closing concert Rainbow Republic presented by @optus are available now K_rainbowTickets at SydneyWorldPride.com#SydneyWorldPride #RainbowRepublic #KimPetras #AvaMax #GFlip #MUNA #PeachPRC #KeiynanLonsdale #VettaBorne #BVT #AlterBoy","https://www.instagram.com/p/Co3ucCkgl9J/"
"Optus","","optus","102","likes",0,2023-02-19,"Earlier today we spoke to Optus Ambassadors @ian.thorpe & @elliecoleswim moments before they hit the catwalk of the Doggywood Pageant.#SydneyWorldPride2023 #WorldPride #Optus #PrideStartsWithYes","https://www.instagram.com/p/Co1b7pRDHtI/"
"Optus","","optus","667","likes",0,2023-02-19,"We were so excited to celebrate the start of @sydneyworldpride at Mardi Gras Fair Day. Thank you to all who visited the Optus Arena. #SydneyWorldPride2023 #WorldPride #Optus #PrideStartsWithYes","https://www.instagram.com/p/Co1T6A0D3D0/"
"Optus","","optus","95","likes",0,2023-02-19,"We're proud to be Premier Network Partner of @sydneyworldpride. Today we are celebrating in spectacular style at Mardi Gras Fair Day. The Optus Arena welcomes you to come be your true self and dream big. We promise a fabulous day of entertainment with impeccably dressed doggos at the iconic Doggywood Pageant; a chance to see @ian.thorpe inspire us with sporting dreams in a panel discussion; Mecca Max beauty workshops and much, much more. Can't wait to see you there.#SydneyWorldPride2023 #WorldPride #Optus #PrideStartsWithYes","https://www.instagram.com/p/Co0befwStlU/"
"Optus","","optus","116","likes",0,2023-02-14,"We wouldn't be where we are today, without your connection. Thank you for choosing Optus. Happy Valentine's Day Â F_redheart#optuslife #itstartswithyes","https://www.instagram.com/p/CooKH8jPwZC/"
"Optus","walkinshawandrettiunited","optus","96","likes",0,2023-02-13,"Tonight our partners @walkinshawandrettiunited unveiled their all-new Mobil 1 Optus Racing No. 25 Ford Mustang GT. We're so excited to be returning as co-naming rights partner and can't wait to see @chazmozzie behind the wheel of this incredible car this season.#itstartswithyes #walkandunite","https://www.instagram.com/p/ComDwmtyFL_/"
"Optus","","optus","22","likes",0,2023-02-10,"Celebrate the month of love with the perfect Valentine's gift from Optus. There's an Apple Watch for every plus one, designed to help them stay active, healthy and connected on the go with Optus Number Share on an eligible plan. Bands sold separately and not all bands available at Optus. Apple Watch Series 8 requires an iPhone 8 or later with iOS 16 or later. T&Cs apply.","https://www.instagram.com/p/Codwenyj38F/"
"Optus","chazmozzie, esafetyoffice","optus","42","likes",0,2023-02-07,"Optus Digital Thumbprint supports Safer Internet Day, today. See how your family can connect, reflect and protect each other online with Mobil 1 Optus Racing driver Chaz Mostert #ConnectReflectProtect #sid2023 #optuslife #itstartswithyes","https://www.instagram.com/p/CoWFO3yLXra/"
"Optus","","optus","111","likes",0,2023-01-22,"Wishing you good fortune. Happy Lunar New Year from all of us at Optus!#optuslife #itstartswithyes","https://www.instagram.com/p/Cns5tqggdds/"
"Optus","","optus","68","likes",1,2022-12-05,"Inclusion starts with yes. Optus is proud to partner with inclusive filmmaking organisation Bus Stop Films. Created as part of Bus Stop's Accessible Studies Program, the short-film â€œMise en Placeâ€ stars celebrity chef Miguel Maestre and budding star Ashley Khule. Bus Stop's students living with disability have the opportunity to turn dreams into promising careers and we couldn't prouder of our small role in â€œMise en Placeâ€.","https://www.instagram.com/p/ClxehXnriU4/"
"Optus","","optus","64","likes",0,2022-12-03,"A spectacular finish for @walkinshawandrettiunited and Optus Ambassadors @chazmozzie and @nickpercat finishing 1st and 2nd at the Adelaide 500. A fantastic start to the final leg of the season and a fitting farewell for Holden. #itstartswithyes #walkandunite","https://www.instagram.com/p/ClsoBjTyEbg/"
"Optus","","optus","81","likes",0,2022-12-02,"Congratulations to our Optus Champion of diversity and inclusion @ian.thorpe - one of 45 Australians named as a Rainbow Champion for @sydneyworldpride for their contributions to the Australian LGBTQIA+ community and culture. We're grateful to be working with both Ian and Sydney WorldPride 2023 as the Premier Network Partner. We're so excited for what's in store, as we celebrate diversity and inclusion with our people and customers. Yes is an attitude that unlocks a world of possibilities. When we stand united and choose to create change, we can make great things happen. #sydneyworldpride #itstartswithyes","https://www.instagram.com/p/ClqHQQbObBn/"
"Optus","","optus","76","likes",0,2022-12-02,"We're proud to be celebrating the last Supercars round for Holden at the Adelaide 500, with a commemorative livery on Car 25, paying homage to the early days of the Team.We've embraced the historical links of the livery by utilising our logo from 30 years ago.Good luck to @walkinshawandrettiunited this weekend. We will be cheering you on!#itstartswithyes #walkandunite","https://www.instagram.com/p/ClpEiIrBMM3/"
"Optus","","optus","98","likes",1,2022-11-30,"We're proud to partner with @whatability â€“ a disability support service that utilises athletes as support workers for people with disabilities.Our goal is to put happiness first for people living with a disability. Together we inspire optimism and positivity without boundaries. We're empowering people living with a disability, and the wider community, to create a more connected and inclusive Australia.#ItStartsWithYes #OptusLife","https://www.instagram.com/p/ClkqiN8PErH/"
"Optus","","optus","70","likes",0,2022-11-28,"Start your engines and race into the Optus store at Rundle Mall to meet @walkinshawandrettiunited Supercar driver @chazmozzie. Get in fast to grab a selfie. #itstartswithyes #walkandunite","https://www.instagram.com/p/Cle4MKFPW5M/"
"Optus","","optus","321","likes",0,2022-11-24,"A huge congrats to our Chief of Optimism @danielricciardo on your next big move back to @redbullracing. At Optus, we believe great things in life come from having the courage and commitment to say 'Yes'. Your relentless optimism inspires us daily and we cannot wait to see what's ahead for you. #itstartswithyes","https://www.instagram.com/p/ClUqkmeLeQ9/"
"Optus","","optus","246","likes",0,2022-09-16,"The new iPhone 14 Pro is now available - see link in bio. Get the best price with our 5G Phone Price Match Guarantee.T&Cs apply. 5G available in selected areas (excl. NT) and on selected plans. See website for offers and coverage details.","https://www.instagram.com/p/Ciiu6O7h4ps/"
"Optus","","optus","2,018","views",0,2022-08-19,"Anyone who's ever embarked upon a new journey knows that just starting is sometimes the scariest part. For those wanting to break into the world of STEM, finding the right grad programâ€”and, by extension, the right team and placementâ€”makes all the difference in gaining the exposure, experience and support needed to kick off a flourishing career.Be sure to watch the full video","https://www.instagram.com/p/ChbkB4CsyVT/"
"Optus","","optus","471","likes",0,2022-08-17,"Meet our new Chief of Inspiration @ashbarty. Together our goal is to inspire more Australians to say 'yes' to their dreams, goals and ambitions; 'yes' to finding their purpose; and 'yes' to making a difference to generations to come. #itstartswithyes","https://www.instagram.com/p/ChWQ6LCjkH0/"
"Optus","","optus","45","likes",2,2022-08-12,"Pre-order the new Samsung Galaxy Z Series at Optus and get bonus value up to $729. Score a Galaxy Tab A8 + phone storage upgrade.Offer ends 01/09/22. $729 value based on phone storage upgrade (RRP up to $200) and Galaxy Tab A8 Grey 64GB (RRP $529). Eligible customers and Channels only. Max 5 per account. T&Cs & redemption criteria apply.","https://www.instagram.com/p/ChJoWS7OCZ6/"
"Optus","","optus","116","likes",2,2022-08-12,"Congratulations to Optus Ambassador and Swimming Champion @mackhorton for his medal winning performances in the pool. It was fantastic to see Mack inspiring optimism amongst his younger teammates. #itstartswithyes","https://www.instagram.com/p/ChI7ML9uidO/"
"Optus","","optus","75","likes",1,2022-08-02,"Congratulations @elliecoleswim on an incredible career in the pool. You have inspired many Australians, with your optimism and willingness to say yes. We can't wait to work with you on the next chapter. #itstartswithyes","https://www.instagram.com/p/Cgvh0aTNIJk/"
"Optus","","optus","51","likes",1,2022-07-30,"The team are back on track at Tailem Bend. Good luck to @chazmozzie and our friends at @walkinshawandrettiunited  this weekend. We'll be cheering you on. #itstartswithyes #walkandunite","https://www.instagram.com/p/CgnSSu3Ns6p/"
"Optus","","optus","32","likes",4,2022-07-26,"In Murray Bridge this Friday? Visit our Optus Murray Bridge store to meet Optus ambassador, Walkinshaw Andretti United driver and 2021 Bathurst 1000 champion Chaz Mostert. Chaz will be signing autographs and might even pose for a selfie. #itstartswithyes #walkandunite","https://www.instagram.com/p/CgdF9i-sv0l/"
"Optus","","optus","1,546","views",30,2022-07-08,"@walkinshawandrettiunited recently revealed the Indigenous livery for Darwin behind Mobil 1 Optus Racing No. 25. We are proud to once again be taking this livery to the track in Townsville thanks to our partners @kari_australia. Watch the story behind the livery, as we wish @chazmozzie and team luck in Townsville this weekend. #itstartswithyes #walkandunite #karifoundation","https://www.instagram.com/p/CfvICzII6MM/"
"Optus","","optus","38","likes",7,2022-07-05,"In Townville this Thursday? Visit our Optus Willows store to meet Optus ambassador, @walkinshawandrettiunited driver and 2021 Bathurst 1000 champion @chazmozzie. Chaz will be signing autographs and might even pose for a selfie. #itstartswithyes #walkandunite","https://www.instagram.com/p/CfnBXeHNtxC/"
"Optus","","optus","704","views",1,2022-07-04,"Proudly partnering with the Clontarf Foundation,  Optus, recently gave young Indigenous students an exclusive experience in Darwin. Alongside our partner Walkinshaw Andretti United, the boys were shown around the Hidden Valley Raceway and given a front row seat of how a high performing team works. The boys learned new skills and were empowered to explore a variety of careers, sparking new passions amongst many. Plus, they were even treated seeing Chaz Mostert doing what he does best, taking out P1 in the final race of the weekend.At Optus, we are passionate about sponsoring optimism in action and are proud of how we bring this to life, each and every day.  #itstartswithyes #walkandunite #clontarffoundation","https://www.instagram.com/p/CflM5gBrNqo/"
"Optus","","optus","122","likes",1,2022-07-04,"This week is NAIDOC week and at Optus, we acknowledge, honour and respect Aboriginal and Torres Strait islander people as the traditional custodians of this land.  The recognition of culture is an important value held by Optus and one that is held widely by our people, stewarded by our Culture Connect Employee Network.  Optus is proud to be a longstanding partner of the KARI Foundation, an organisation focused on strengthening Aboriginal culture to drive belonging, connection and a sense of community for everyone. Through the partnership, Optus provides opportunities for young people to gain mentoring and participate in Optus programs which empowers students to understand the ever-changing digital landscape and accelerate their future careers. I would like to acknowledge the creator of this beautiful artwork, 'Community Togetherness' by Wiradjuri and Kunya artist Brian DeVries at the KARI Foundation. #NAIDOC2022 #Itstartswithyes #optuslife","https://www.instagram.com/p/Cfk0glxIngZ/"
"Optus","","optus","407","likes",0,2022-07-01,"Wishing our Chief of Optimism @danielricciardo a big Happy Birthday, and good luck at the British Grand Prix this weekend! #itstartswithyes","https://www.instagram.com/p/Cfd4-16Mu2t/"
"Optus","","optus","38","likes",0,2022-07-01,"Paid partnership with optussubhub","https://www.instagram.com/p/CfdatvvsQvK/"
"Optus","","optus","66","likes",0,2022-06-29,"Optus is supporting the Australian Retailers Association's First Responders Day on Thursday 30 June 2022, to recognise and celebrate all of Australia's First Responders for their courage, commitment, and contribution to protecting our communities during time of crisis. To say thank you, we're offering eligible consumer and business customers who are First Responders access to an exclusive offer of 10% off plan fees for the first 12 months on selected mobile plans when they sign up or recontract on a new plan with Optus. All you need to do is bring your work ID or wear your work uniform to an Optus store on June 30th. Read more: https://www.optus.com.au/notices/first-responders-offer#FirstRespondersDay","https://www.instagram.com/p/CfYdAydDpHi/"
"Optus","","optus","301","likes",4,2022-06-24,"In partnership with @sydneyworldpride, today Optus celebrated 44 years since the first @sydneymardigras by taking to the steps of the Sydney Opera House to recreate the Progress Pride Flag and welcome the world's LGBQTIA+ community to Sydney for WorldPride 2023.Members of Optus' LGBTQIA+ Employee Network, Express Yourself, were in the 1,000-strong crowd, wearing the colours that the mean the most to them.Optus is proud to be the Premier Network partner with the Sydney Gay and Lesbian Mardi Gras in 2022 and 2024 and Sydney WorldPride in 2023.#SydneyWorldPride2023 #WorldPride #ProgressFlag #Optus #ItStartsWithYes","https://www.instagram.com/p/CfLRdZttoMx/"
"Optus","","optus","91","likes",2,2022-06-19,"Congrats @chazmozzie and @walkinshawandrettiunited for finishing on top in Race 18. A great way to end a fantastic weekend in Darwin. #itstartswithyes #walkandunite","https://www.instagram.com/p/Ce-ywaIl2c2/"
"Optus","","optus","71","likes",2,2022-06-16,"Ahead of what promises to be a bumper few days of racing in Darwin, we're excited to share with you the reveal of Chaz Mostert's car livery ahead of this weekend's race in Darwin. The design seen on the Mobil 1 Optus Racing No. 25 was originally created by artist Brian de Vries to honour the collaboration and partnership between Optus and the @kari_australia Foundation called Community Togetherness. It captures the journeys of travel coming together, the meeting places, the ripples of communication and the knowledge that is shared and is always plentiful. What do you think?","https://www.instagram.com/p/Ce2N2-cPQS6/"
"Optus","","optus","1,056","likes",17,2022-06-10,"Optus and @optusstadium stand united with @danielricciardo, celebrating his amazing achievements to date and the amazing wins to come. We're cheering our own Chief of Optimism on and wish him the best of luck in this weekend's @f1 Azerbaijan Grand Prix in Baku. The Stadium, Optus and all of Australia have your back. Go show 'em honey badger. #optus #itstartswithyes","https://www.instagram.com/p/CenzUBsIjrZ/"
"Telstra","","telstra","1,023","likes",25,2023-08-09,"Okay but did anyone ACTUALLY understand how to play minesweeper?","https://www.instagram.com/p/CvtmTo9pClB/"
"Telstra","","telstra","4,151","likes",17,2023-08-08,"I'm not crying, you're crying A_loveeyes­A_loveeyes­A_loveeyes­","https://www.instagram.com/p/CvrNhh_p6X_/"
"Telstra","","telstra","448","likes",12,2023-08-04,"Tag 'em in the comments A_loveeyes","https://www.instagram.com/p/Cvg9ZQTJ2uf/"
"Telstra","","telstra","5,615","likes",21,2023-08-03,"let's bring back bedazzled rhinestones on mobiles","https://www.instagram.com/p/CveWWExPJjk/"
"Telstra","","telstra","15,059","likes",30,2023-07-24,"Without it, I don't know how to get my crush's attention","https://www.instagram.com/p/CvEi6ejvMLA/"
"Telstra","","telstra","141","likes",14,2023-07-19,"she's everything. he's just a blackberry.","https://www.instagram.com/p/Cu3zvipJ7rP/"
"Telstra","","telstra","5,475","likes",47,2023-07-18,"Legend has it if you say this three times in the mirror, dial-up internet will appear beside you","https://www.instagram.com/p/Cu1NA3TvHix/"
"Telstra","","telstra","5,549","likes",19,2023-07-12,"*saves to recipes folder*","https://www.instagram.com/p/CulwXKRPeUY/"
"Telstra","","telstra","10,149","likes",20,2023-06-29,"Dad being dad","https://www.instagram.com/p/CuEbi2op7tG/"
"Telstra","","telstra","2,349","likes",13,2023-06-26,"@qldmaroons legend Billy Moore & @aarongocs are here to help @nswblues fans secure their passwords (promise it's not a stitch up)","https://www.instagram.com/p/Ct8gb80pP7W/"
"Telstra","","telstra","263","likes",23,2023-06-22,"â€¢","https://www.instagram.com/p/CtyOr4OJaJf/"
"Telstra","","telstra","21,955","likes",40,2023-06-21,"Doing my bit to help @nswblues fans up here in QLDâ€¦ #origin","https://www.instagram.com/p/CtvYR-0JVRC/"
"Telstra","","telstra","306","likes",7,2023-06-15,"photo dump featuring some of the wonderful animals our techs have come across on the job. â€‹Photo credits:â€‹ðŸª Hakuna | Camel â€“ Parnngurr, WAâ€‹A_loveeyes´ Dean | Leigh and 'Poss' â€“ VICâ€‹ðŸ Dave | G.O.A.T â€“ Bogan Gate, NSWâ€‹ðŸ‘ Michael | Kym and 'Baaarbra' â€“ Norton Summit, SAâ€‹ðŸ“¦ Dave | 'Fatso the Wombat' - Wheeny Creek, NSW","https://www.instagram.com/p/CtgOokrvdPZ/?img_index=1"
"Telstra","","telstra","240","likes",24,2023-06-02,"Formal apology to everyone that has sent me a TikTok, and I haven't opened itÂ yet - there's too many, I'm scared.","https://www.instagram.com/p/Cs-rlCop7Qa/"
"Telstra","","telstra","3,513","likes",29,2023-06-01,"When Daryl Braithwaite busks in front of your work","https://www.instagram.com/p/Cs8Eb-mpjvz/"
